time,latitude,longitude,depth,mag
2023-01-02 03:17:44.405594929,33.013,-121.5703,8.52,1.4
2023-01-02 03:50:20.029975858,32.8584,-119.8447,7.32,2.71
2023-01-02 04:56:38.239809814,35.3961,-115.1744,9.1,1.34
2023-01-02 05:52:56.755292851,38.3439,-116.331,9.96,1.48
2023-01-02 07:14:25.486159599,35.5516,-118.2823,10.35,1.33
2023-01-02 07:38:49.730757200,33.3464,-115.9038,10.02,1.1
2023-01-02 08:56:20.184451526,37.5247,-121.5085,5.61,1.79
2023-01-02 11:50:47.085648459,32.8638,-115.4327,5.63,1.63
2023-01-02 11:55:43.280974490,36.4329,-118.9895,3.91,1.15
2023-01-02 12:38:51.787394361,36.1483,-116.7658,9.22,1.72
2023-01-02 12:53:56.365562872,33.2125,-119.3338,2.1,1.25
2023-01-02 13:44:41.466023131,36.4739,-118.7734,4.91,2.58
2023-01-02 14:11:20.924912849,38.1105,-116.2594,4.13,1.54
2023-01-02 15:09:16.815181621,37.0315,-115.7094,9.9,1.02
2023-01-02 16:46:10.860257292,35.3669,-118.6442,7.5,1.48
2023-01-02 17:03:26.975026707,37.4542,-120.8359,8.79,1.64
2023-01-02 17:28:37.630438759,35.9163,-117.0356,12.24,1.12
2023-01-02 17:56:48.938403232,34.6934,-119.4767,8.95,2.06
2023-01-02 18:21:20.096465057,36.8852,-121.8766,7.71,1.45
2023-01-02 19:34:41.778430784,35.2679,-116.9847,5.83,1.06
2023-01-02 20:22:04.591337812,35.9852,-115.7442,3.01,1.45
2023-01-02 20:34:37.281538940,37.1145,-114.5172,10.74,1.18
2023-01-02 20:57:40.084245743,38.0685,-118.2792,11.14,1.43
2023-01-02 20:58:05.307371332,36.2156,-114.5025,8.46,1.02
2023-01-02 22:12:18.324908950,32.8786,-116.2564,12.62,1.77
2023-01-02 22:32:59.743799294,37.7035,-121.5531,12.7,1.05
2023-01-02 22:50:30.456224341,36.7685,-118.5518,5.33,1.19
2023-01-03 00:17:46.522362617,35.7078,-119.6591,5.8,1.26
2023-01-03 01:43:56.205751798,33.7991,-115.8158,9.71,1.08
2023-01-03 06:07:21.734358580,38.207,-118.2982,12.54,1.85
2023-01-03 06:07:51.531335476,38.3117,-120.3742,7.53,1.15
2023-01-03 06:20:28.663478232,35.455,-121.7952,12.38,1.71
2023-01-03 06:28:04.005241182,36.0717,-115.4795,9.23,1.14
2023-01-03 07:11:00.227227301,36.3041,-119.1059,7.03,1.37
2023-01-03 07:42:04.568016280,34.9595,-120.1,8.25,2.07
2023-01-03 07:45:16.614779072,33.4336,-118.4983,8.57,1.24
2023-01-03 08:31:46.559690528,35.776,-117.6011,5.42,1.26
2023-01-03 09:44:03.623609992,37.5993,-121.159,9.76,2.15
2023-01-03 09:51:00.249619239,35.8312,-119.2737,8.94,1.46
2023-01-03 10:06:15.053443888,32.585,-116.3709,7.05,1.32
2023-01-03 10:41:15.521445246,33.4162,-117.3057,10.82,1.12
2023-01-03 11:55:01.869201257,34.4515,-118.669,9.4,1.65
2023-01-03 12:53:38.287515425,35.441,-119.9757,11.05,1.5
2023-01-03 13:02:49.666278698,37.3897,-117.1997,9.25,1.22
2023-01-03 13:10:11.474169764,32.6569,-120.2176,10.03,1.41
2023-01-03 13:31:17.945159907,34.0264,-116.1106,7.89,1.27
2023-01-03 13:53:40.816028976,38.109,-119.0496,5.12,1.83
2023-01-03 13:53:46.607931790,33.6405,-117.2046,6.96,1.45
2023-01-03 14:11:31.586493994,33.4728,-116.2425,10.5,1.05
2023-01-03 14:59:55.039110179,36.3155,-115.2974,7.22,1.43
2023-01-03 15:00:06.865187690,33.3459,-119.512,7.72,1.43
2023-01-03 15:37:21.791989259,37.8386,-121.6366,9.96,1.23
2023-01-03 15:47:57.778807329,33.4807,-116.1159,5.29,1.07
2023-01-03 15:49:28.559648104,33.4133,-121.6368,8.1,1.23
2023-01-03 16:39:13.656270396,36.3144,-116.8423,10.82,1.04
2023-01-03 16:47:29.560871571,36.131,-120.127,9.73,1.41
2023-01-03 16:58:49.712871300,33.4295,-118.4959,13.23,1.16
2023-01-03 17:11:35.719858049,34.4014,-120.076,5.95,1.62
2023-01-03 17:58:39.252427719,33.7644,-121.5765,6.88,1.51
2023-01-03 18:33:28.011157077,35.8897,-121.9742,4.07,1.66
2023-01-03 18:59:17.067394781,36.9412,-115.4558,6.0,1.85
2023-01-03 20:58:15.693600040,38.4136,-119.8425,6.64,1.62
2023-01-03 21:16:45.185051132,37.3531,-118.0317,6.73,1.08
2023-01-03 23:23:36.367450972,32.6355,-117.8409,9.26,1.74
2023-01-03 23:34:26.865342312,36.1962,-121.3574,11.87,1.36
2023-01-03 23:49:07.241345094,36.234,-118.1698,3.96,1.83
2023-01-04 00:02:18.376075265,34.1799,-118.64,4.64,1.1
2023-01-04 00:22:13.279897419,36.4438,-118.207,12.06,1.83
2023-01-04 01:00:14.230112214,36.4086,-116.9286,0.19,1.26
2023-01-04 01:48:35.911863760,33.7302,-115.5312,9.49,1.81
2023-01-04 02:21:25.016613741,38.1403,-120.8819,7.62,1.21
2023-01-04 02:26:55.674619270,37.1921,-119.465,8.85,1.24
2023-01-04 03:09:56.094043734,33.0199,-116.3029,10.88,1.07
2023-01-04 03:22:24.720888548,38.328,-114.7694,8.14,2.02
2023-01-04 04:23:20.579946465,36.7269,-117.765,8.85,1.29
2023-01-04 04:35:17.318813003,33.605,-117.0129,5.72,1.27
2023-01-04 06:04:24.990562790,34.3862,-115.7987,10.17,1.12
2023-01-04 07:08:39.965279423,35.8363,-117.2324,6.93,1.09
2023-01-04 07:12:33.759889770,32.9376,-118.2488,7.96,2.6
2023-01-04 07:13:11.335015252,37.0391,-120.0491,6.47,1.32
2023-01-04 07:26:04.120344265,33.715,-119.5058,4.44,1.23
2023-01-04 07:49:30.775316326,37.9301,-117.1488,5.01,1.14
2023-01-04 07:49:36.189899460,33.168,-116.6683,8.04,1.53
2023-01-04 08:48:22.010274089,34.9359,-116.3364,3.49,1.69
2023-01-04 09:49:11.067643763,34.2007,-117.078,7.18,1.43
2023-01-04 10:03:53.733494392,38.2043,-119.411,12.34,1.0
2023-01-04 10:31:46.220274801,35.3888,-119.4209,8.66,1.15
2023-01-04 10:35:05.371512925,37.1931,-114.6099,5.91,1.14
2023-01-04 12:22:36.723139160,37.7334,-117.1216,8.72,1.18
2023-01-04 12:26:12.258533161,37.6232,-118.042,7.11,1.35
2023-01-04 13:08:48.525279028,33.9797,-116.195,10.06,1.62
2023-01-04 13:32:03.022754930,38.0271,-120.3117,13.72,1.01
2023-01-04 13:35:54.268557451,32.9279,-119.9056,10.76,1.33
2023-01-04 16:13:13.640792933,38.4124,-121.5219,7.47,1.19
2023-01-04 16:33:58.349180752,35.6697,-117.6764,7.95,1.08
2023-01-04 16:56:54.983014556,38.3602,-115.4481,13.4,1.64
2023-01-04 17:21:44.685059237,36.6767,-118.161,9.53,1.31
2023-01-04 18:54:24.013438260,35.2477,-117.6053,12.55,1.06
2023-01-04 19:18:41.396211904,35.9028,-117.5083,1.91,1.43
2023-01-04 19:34:57.090549242,37.5054,-119.8622,7.36,1.32
2023-01-04 20:39:37.595396137,37.6543,-120.3511,4.31,1.14
2023-01-04 21:02:18.149563185,34.8461,-114.8075,9.58,1.05
2023-01-04 22:10:16.188597439,38.2313,-118.8445,4.64,1.44
2023-01-04 22:17:37.560608886,37.6068,-119.6771,11.81,1.57
2023-01-04 22:19:12.359157125,36.8475,-118.6241,5.56,1.41
2023-01-04 23:30:08.675870984,37.8482,-116.5672,12.18,1.46
2023-01-04 23:56:27.210388989,33.537,-117.3117,5.21,1.83
2023-01-05 01:42:55.008314083,34.4834,-121.9077,9.96,1.78
2023-01-05 02:17:41.992108716,36.8394,-120.6263,9.25,1.9
2023-01-05 03:30:53.719179775,33.8922,-120.3794,11.42,1.75
2023-01-05 06:20:02.663262626,38.4183,-120.5523,12.38,1.81
2023-01-05 07:25:33.104596694,33.3398,-119.0965,10.9,1.44
2023-01-05 07:33:15.034783352,37.9517,-114.9554,9.31,1.12
2023-01-05 07:56:40.105687664,37.6698,-118.5913,10.18,1.17
2023-01-05 10:57:18.940658360,36.7401,-117.0259,9.15,1.74
2023-01-05 11:25:01.435220263,32.9253,-115.6995,8.14,1.99
2023-01-05 13:05:19.349387671,35.9314,-119.8103,10.83,1.07
2023-01-05 13:46:49.667794983,36.2101,-119.5591,4.33,1.63
2023-01-05 14:20:01.377295799,38.1765,-115.589,13.09,1.02
2023-01-05 14:29:35.110792269,37.0004,-119.6494,8.43,1.36
2023-01-05 15:16:15.647607573,37.3025,-120.0754,3.36,1.25
2023-01-05 15:55:37.439746857,33.994,-120.688,10.73,1.11
2023-01-05 16:14:35.238068084,33.3822,-115.0526,10.57,1.26
2023-01-05 18:10:05.104705236,36.792,-118.3425,7.78,1.85
2023-01-05 18:44:33.434628853,38.3517,-120.4617,8.88,2.04
2023-01-05 19:55:16.604897002,35.265,-116.9523,3.94,2.44
2023-01-05 21:23:02.234166799,35.9702,-115.8602,7.53,1.07
2023-01-05 22:24:51.015560561,36.2268,-116.5322,5.96,1.19
2023-01-05 22:33:06.976697710,36.0557,-117.4626,4.15,1.91
2023-01-05 22:57:10.257586972,37.8888,-116.2407,3.67,1.2
2023-01-05 23:20:23.355365293,34.1299,-116.2351,6.63,1.19
2023-01-06 00:30:19.387076521,38.1471,-117.1058,2.17,1.1
2023-01-06 00:58:36.223159476,36.7143,-115.1129,4.91,1.41
2023-01-06 01:18:32.294974599,34.5968,-119.4288,5.93,1.18
2023-01-06 04:10:27.517244388,35.5626,-116.5214,3.17,1.26
2023-01-06 04:31:58.570372875,34.3166,-120.7296,10.35,1.05
2023-01-06 05:39:31.980350261,35.8583,-116.0186,6.4,1.04
2023-01-06 06:34:15.772355842,37.879,-121.3039,13.92,1.61
2023-01-06 06:39:11.742901179,33.1857,-118.3879,6.9,2.38
2023-01-06 07:36:21.328068271,35.0713,-119.6191,9.37,1.57
2023-01-06 09:39:01.143562696,38.4773,-117.1937,7.46,1.12
2023-01-06 10:05:20.396753829,33.0923,-121.5243,10.33,1.05
2023-01-06 10:30:29.442518657,33.223,-120.2405,6.96,1.03
2023-01-06 11:05:46.455670513,32.7463,-115.9187,12.73,1.41
2023-01-06 11:34:30.655429101,32.6423,-117.5485,7.45,1.29
2023-01-06 12:10:15.677339056,34.7846,-117.1959,8.08,1.01
2023-01-06 14:01:07.278288226,35.7735,-118.6209,12.05,1.53
2023-01-06 15:00:33.172951849,33.0007,-114.5049,7.49,2.16
2023-01-06 15:07:25.272470540,35.3864,-119.2783,5.92,1.17
2023-01-06 15:13:31.700125131,37.4485,-121.6765,5.68,1.98
2023-01-06 15:27:07.484479318,36.837,-115.601,6.05,1.11
2023-01-06 15:48:10.474462112,33.0475,-114.6293,10.35,1.99
2023-01-06 17:57:08.554537774,33.2451,-121.5907,10.17,1.15
2023-01-06 19:27:45.127280631,36.2601,-116.3995,10.5,1.01
2023-01-06 19:29:18.217571400,32.6814,-116.2308,12.7,1.21
2023-01-06 20:34:40.745140398,35.8387,-120.7024,9.2,1.96
2023-01-06 21:44:24.040534943,34.3153,-119.1594,5.19,1.11
2023-01-06 21:45:05.462475018,37.5114,-116.0087,7.06,1.1
2023-01-06 22:06:34.716399203,37.8893,-118.3485,5.11,1.53
2023-01-06 22:21:41.637554107,35.1226,-119.1303,4.75,1.4
2023-01-06 22:37:41.290614516,32.529,-117.7009,9.02,1.35
2023-01-07 00:47:41.117454971,34.7906,-117.589,13.43,1.16
2023-01-07 02:34:54.333869813,35.2777,-119.8095,8.96,1.15
2023-01-07 02:58:11.577000316,34.1229,-116.9913,7.31,1.1
2023-01-07 05:11:34.642727639,37.5546,-118.2772,6.61,1.14
2023-01-07 05:35:14.722427042,37.7363,-119.7966,9.33,1.31
2023-01-07 06:26:25.056459310,35.2218,-117.0523,9.73,2.2
2023-01-07 07:13:18.422497716,38.387,-121.0992,7.99,1.73
2023-01-07 07:13:56.625721513,36.6103,-119.6243,8.77,3.61
2023-01-07 07:15:01.651561898,37.2374,-120.0367,11.24,1.73
2023-01-07 08:00:17.777007815,37.1758,-120.6785,2.96,1.47
2023-01-07 08:54:05.397890247,38.0118,-118.2237,5.16,1.11
2023-01-07 09:01:44.658440281,38.4173,-121.0222,3.63,2.15
2023-01-07 09:08:50.215811770,34.6504,-115.5709,7.17,1.98
2023-01-07 09:59:23.895108948,36.5356,-116.8146,11.66,1.03
2023-01-07 11:09:13.103811297,36.4643,-115.434,7.11,1.17
2023-01-07 11:17:39.920049445,33.7322,-116.5159,4.81,1.82
2023-01-07 12:29:10.196016029,34.5539,-115.6678,8.51,1.18
2023-01-07 12:46:15.163451678,33.4303,-121.198,8.01,1.13
2023-01-07 12:50:28.463639256,35.5092,-116.6695,7.03,2.04
2023-01-07 13:37:22.983206317,36.6543,-117.7602,6.39,1.31
2023-01-07 13:46:46.796845241,32.8559,-116.3242,10.64,1.24
2023-01-07 14:38:37.867957646,36.4502,-119.2878,11.79,1.79
2023-01-07 15:11:40.145939168,33.5729,-121.3242,8.41,1.0
2023-01-07 15:15:30.071488267,37.6445,-117.368,7.01,2.57
2023-01-07 15:25:23.805972298,33.9038,-118.4212,15.38,1.03
2023-01-07 15:25:54.357021020,34.6052,-120.3301,7.27,1.26
2023-01-07 17:50:39.371551521,36.1218,-120.7598,11.64,1.13
2023-01-07 18:27:32.867123320,34.4564,-115.5977,6.05,1.26
2023-01-07 20:18:28.825608766,34.8252,-118.784,8.52,1.68
2023-01-08 00:28:21.546662952,34.8538,-118.3698,2.55,1.32
2023-01-08 02:14:56.617566815,38.2235,-120.731,10.41,1.13
2023-01-08 02:18:38.727360316,36.6561,-119.3005,11.58,1.55
2023-01-08 03:42:58.474507597,36.9243,-121.3679,8.81,1.35
2023-01-08 03:50:00.836456624,33.6357,-115.1837,7.8,2.45
2023-01-08 03:55:32.199664363,36.2123,-115.8645,7.25,1.26
2023-01-08 03:56:04.895643258,34.8098,-118.6644,8.03,1.4
2023-01-08 04:48:03.749085100,35.3911,-118.8746,5.07,1.35
2023-01-08 04:55:40.985092524,34.6719,-119.5495,2.18,1.06
2023-01-08 06:17:53.411258739,37.4641,-119.0666,6.99,1.45
2023-01-08 07:30:43.593114010,37.4694,-118.6492,10.81,1.1
2023-01-08 08:42:13.438314792,35.3589,-117.0369,9.15,1.31
2023-01-08 08:48:01.971557355,36.0476,-118.0899,6.66,1.79
2023-01-08 08:59:22.891758586,32.6993,-121.6388,1.37,2.18
2023-01-08 09:04:13.231947525,38.1535,-114.7533,11.47,1.02
2023-01-08 10:13:53.015039991,36.8619,-120.5571,3.57,1.1
2023-01-08 10:23:25.738217089,33.2888,-119.0701,8.69,1.69
2023-01-08 10:28:56.096616473,33.414,-116.4781,6.98,2.75
2023-01-08 10:59:17.463861543,35.7509,-121.5196,8.94,1.25
2023-01-08 12:23:42.707687460,34.8554,-115.5168,8.25,1.38
2023-01-08 13:15:41.804900022,35.736,-115.6062,9.98,1.16
2023-01-08 13:27:27.410615357,33.7208,-121.0582,7.46,1.36
2023-01-08 13:33:09.509679360,34.5821,-121.004,9.92,1.02
2023-01-08 13:38:05.026336841,34.248,-115.1019,9.34,1.65
2023-01-08 15:11:46.801257193,35.4923,-121.3455,4.86,1.76
2023-01-08 16:28:58.227227369,38.4009,-118.3044,7.57,1.9
2023-01-08 16:40:24.054937860,37.1012,-120.9738,5.08,1.62
2023-01-08 17:19:15.653293540,33.151,-121.448,11.47,2.06
2023-01-08 17:25:24.495582789,33.0841,-117.5535,10.26,1.18
2023-01-08 18:35:35.370283770,35.5971,-120.3159,9.03,1.22
2023-01-08 18:46:12.010058654,36.6305,-118.2667,6.9,1.29
2023-01-08 20:51:04.395511513,33.9353,-120.6048,7.58,2.23
2023-01-08 21:37:12.565826400,36.4602,-117.2,14.91,2.48
2023-01-08 22:18:14.196315107,37.8379,-114.6375,12.85,1.22
2023-01-08 22:55:22.853874280,33.9581,-118.5706,5.5,1.35
2023-01-09 01:28:36.057941287,34.3329,-118.5917,10.0,1.62
2023-01-09 02:51:41.765997756,34.6209,-117.1142,8.62,1.81
2023-01-09 05:03:35.471113412,32.5255,-115.0404,10.43,1.89
2023-01-09 05:11:34.521425542,35.969,-121.005,6.31,1.22
2023-01-09 06:22:42.854295722,35.6855,-120.6177,8.48,1.3
2023-01-09 06:36:55.286336345,36.1849,-119.8034,5.22,2.22
2023-01-09 07:23:09.615389423,32.8324,-120.8114,8.23,1.88
2023-01-09 08:14:36.933942867,37.1872,-115.6836,10.26,1.36
2023-01-09 09:03:27.347353270,34.8127,-118.1981,7.63,1.02
2023-01-09 10:50:03.933102543,32.856,-118.8923,13.13,1.07
2023-01-09 11:11:51.822412332,35.5565,-118.7988,10.89,1.09
2023-01-09 12:20:06.561087900,35.3635,-114.5868,9.49,1.61
2023-01-09 13:38:07.712398336,32.9629,-115.4924,15.39,1.56
2023-01-09 14:05:28.857884770,36.4935,-120.7338,7.75,1.3
2023-01-09 15:47:19.922712755,36.0005,-118.2629,0.72,1.28
2023-01-09 15:49:59.674897201,34.8999,-117.3568,8.04,1.12
2023-01-09 16:08:12.162527740,35.6035,-114.6058,13.52,1.61
2023-01-09 16:25:26.349025993,36.4518,-121.8764,13.81,1.08
2023-01-09 17:22:32.525842630,37.7709,-115.1586,6.97,1.18
2023-01-09 17:31:18.125427542,35.7581,-115.6222,7.1,1.09
2023-01-09 20:51:27.026085761,33.0123,-118.7546,6.67,1.59
2023-01-09 21:10:49.672179903,33.8302,-121.8997,8.67,1.23
2023-01-09 21:28:18.182583523,35.0588,-116.7755,7.86,1.23
2023-01-09 22:10:24.223017599,32.8981,-117.9175,7.35,1.13
2023-01-09 22:31:14.895371116,32.6421,-116.6435,7.1,1.8
2023-01-09 22:46:49.849050315,34.3442,-116.5728,10.48,1.24
2023-01-09 22:50:17.338554562,36.5433,-115.1219,7.64,1.15
2023-01-09 23:03:22.953751076,32.7664,-121.0096,4.64,1.02
2023-01-10 01:32:54.307404453,33.3624,-121.7921,5.56,1.39
2023-01-10 02:07:44.118310673,37.0621,-118.379,4.24,1.51
2023-01-10 02:14:41.117225024,35.1685,-117.6455,12.45,1.22
2023-01-10 04:08:01.926421555,35.7531,-116.6404,8.4,1.52
2023-01-10 05:12:25.098893538,36.8599,-120.0418,4.59,1.8
2023-01-10 05:42:33.853965861,36.6445,-116.4232,8.54,1.63
2023-01-10 06:50:08.075217505,36.6957,-119.5659,11.3,1.27
2023-01-10 07:49:32.652336979,35.4981,-118.1978,10.21,2.01
2023-01-10 08:17:37.419065322,34.6625,-115.0917,9.14,1.63
2023-01-10 08:46:26.289379954,33.1606,-118.1989,9.77,1.47
2023-01-10 08:58:08.439708287,34.8789,-121.1128,6.31,1.44
2023-01-10 09:20:07.670051560,35.1513,-118.624,0.52,1.5
2023-01-10 09:40:32.563694046,37.2792,-121.4017,6.12,1.22
2023-01-10 10:09:45.552472732,34.089,-115.8463,10.08,1.23
2023-01-10 10:24:58.936708729,33.962,-118.0218,12.29,1.28
2023-01-10 11:04:30.464478182,34.8934,-121.3216,9.68,1.53
2023-01-10 11:19:56.857288982,34.1098,-121.9603,5.58,1.15
2023-01-10 12:02:55.362134778,36.4757,-117.3429,8.93,1.07
2023-01-10 12:37:42.361659618,32.7036,-117.7067,5.51,1.58
2023-01-10 14:01:02.255067055,34.9325,-121.7923,5.26,1.22
2023-01-10 15:28:54.299755107,36.4051,-118.0232,10.03,1.49
2023-01-10 15:44:11.151366121,38.4966,-115.568,6.64,1.19
2023-01-10 16:04:33.505453589,37.3693,-116.1214,5.35,1.44
2023-01-10 16:53:01.024659700,37.6256,-117.2177,7.64,1.46
2023-01-10 17:03:39.992096384,37.166,-118.9393,8.98,1.32
2023-01-10 18:04:27.733016510,32.9526,-117.5314,12.05,1.03
2023-01-10 18:06:49.376160826,33.0227,-115.8785,4.62,2.17
2023-01-10 18:48:09.698929191,34.2037,-115.04,4.16,1.75
2023-01-10 19:19:50.751446892,33.823,-117.7003,7.15,1.15
2023-01-10 20:01:28.951680769,36.8828,-121.0979,8.31,1.25
2023-01-10 20:36:07.156714363,37.2133,-116.5978,10.71,1.02
2023-01-10 20:39:05.596580322,35.6964,-117.1178,9.73,1.11
2023-01-10 20:44:30.722330870,35.5436,-120.5221,7.39,1.19
2023-01-10 21:19:35.869288914,33.1652,-121.7352,7.2,1.03
2023-01-10 22:43:13.841012931,36.8401,-118.3582,7.9,1.56
2023-01-10 23:20:13.533094545,34.9533,-119.7001,4.65,1.68
2023-01-10 23:22:04.262764551,33.8786,-119.2218,9.02,1.66
2023-01-10 23:55:33.655707042,38.4791,-114.6731,5.61,1.88
2023-01-11 00:02:03.425503030,36.3994,-114.8273,5.49,1.15
2023-01-11 00:03:08.088320221,32.7627,-119.2949,9.23,1.82
2023-01-11 01:58:33.860378379,33.189,-115.9359,7.04,1.04
2023-01-11 02:37:40.786450319,34.8211,-114.7301,5.42,1.18
2023-01-11 03:15:03.711071289,35.735,-117.077,6.36,1.19
2023-01-11 03:25:15.566523777,35.3458,-118.6035,5.29,1.41
2023-01-11 03:46:53.570645550,37.7183,-120.4973,4.43,1.14
2023-01-11 04:17:52.699254309,32.7789,-117.8052,7.06,1.26
2023-01-11 04:48:09.556105997,35.2014,-115.0816,8.88,1.91
2023-01-11 04:54:44.872116080,38.269,-119.7445,5.35,1.34
2023-01-11 05:36:25.525120613,33.3562,-120.544,8.99,1.29
2023-01-11 05:43:58.584324164,36.1452,-119.7209,6.03,1.03
2023-01-11 06:07:22.405846773,38.4493,-120.4253,8.28,1.3
2023-01-11 06:13:26.017874857,35.2818,-118.2197,8.11,1.12
2023-01-11 07:06:30.717269738,36.6101,-114.9908,15.68,1.14
2023-01-11 07:06:52.380550785,37.5316,-121.1914,9.91,1.72
2023-01-11 07:40:09.149618084,36.4687,-117.2785,2.53,1.84
2023-01-11 07:52:07.338076349,37.3679,-115.8923,4.86,2.57
2023-01-11 08:50:44.729250629,35.1445,-116.8969,7.91,1.95
2023-01-11 08:56:47.255540744,37.3002,-118.4618,10.42,1.6
2023-01-11 10:21:07.470048050,37.7553,-117.1452,7.6,1.4
2023-01-11 10:48:32.248662486,37.1527,-115.1507,8.56,1.54
2023-01-11 12:02:33.802833786,36.3419,-115.0948,12.2,1.06
2023-01-11 12:07:53.208249162,38.1465,-119.6599,10.43,1.54
2023-01-11 12:14:23.845440581,34.7816,-118.2917,11.91,1.56
2023-01-11 12:24:25.703462701,34.1919,-116.0286,9.25,2.12
2023-01-11 13:31:46.330998701,33.4364,-115.6929,4.33,1.76
2023-01-11 13:35:30.777064362,33.8219,-118.2978,8.61,1.13
2023-01-11 13:44:11.612911729,36.5415,-121.9884,10.04,1.08
2023-01-11 15:49:16.492090583,34.7205,-117.351,6.71,1.7
2023-01-11 15:50:16.061704036,34.8981,-115.746,8.12,1.54
2023-01-11 16:26:04.241340772,34.1423,-116.871,7.16,1.05
2023-01-11 16:54:10.866670416,34.3479,-115.1201,6.58,1.15
2023-01-11 18:03:04.424024118,36.1675,-119.2639,4.86,1.38
2023-01-11 20:18:00.865643110,32.9226,-114.716,6.79,1.1
2023-01-11 20:42:58.729215511,36.0087,-115.3274,4.93,1.13
2023-01-11 20:52:06.343838057,36.1007,-118.5713,8.1,1.45
2023-01-11 21:00:24.675475412,34.1404,-117.9347,9.97,1.04
2023-01-12 00:09:59.404247803,38.252,-116.5909,13.87,1.39
2023-01-12 00:16:32.841304758,33.5278,-119.9529,9.64,2.87
2023-01-12 01:01:40.634307253,37.2948,-117.029,6.78,1.0
2023-01-12 01:52:25.613732592,37.6312,-118.4191,6.34,1.63
2023-01-12 03:33:39.581670606,35.7646,-121.774,11.04,1.53
2023-01-12 04:41:57.161531418,36.2355,-117.8762,11.23,1.11
2023-01-12 05:28:09.598780165,33.1365,-121.4318,12.73,1.09
2023-01-12 06:12:04.078649572,36.408,-116.7252,8.01,1.32
2023-01-12 06:35:12.671371367,37.0533,-118.9256,4.47,1.12
2023-01-12 06:37:39.334794246,35.1402,-120.8254,8.01,1.21
2023-01-12 06:39:04.950029420,32.5263,-120.014,11.77,1.82
2023-01-12 07:29:21.198796281,35.3512,-121.2175,12.27,1.87
2023-01-12 07:33:32.844764239,36.3778,-115.7472,11.29,1.13
2023-01-12 08:42:26.177062094,37.3652,-119.6357,6.51,1.31
2023-01-12 11:23:27.441548199,32.8404,-120.0065,6.96,1.01
2023-01-12 11:39:04.801720812,36.8756,-117.4163,10.21,1.16
2023-01-12 12:04:58.890429977,36.878,-119.9659,11.06,2.08
2023-01-12 12:17:09.778123072,34.0162,-115.3623,10.4,1.04
2023-01-12 12:36:25.055866404,33.1615,-120.7349,8.37,1.17
2023-01-12 12:44:05.038389194,33.0715,-115.4369,3.51,1.38
2023-01-12 15:56:35.685248028,34.7741,-114.9191,11.37,1.89
2023-01-12 16:11:52.647681692,33.0655,-118.3022,2.31,1.18
2023-01-12 16:55:22.662295782,33.8976,-120.121,0.65,1.08
2023-01-12 17:14:09.830970296,35.1529,-121.2191,9.64,1.87
2023-01-12 18:05:54.627744202,32.912,-116.9776,2.42,1.47
2023-01-12 18:17:35.950670167,38.0452,-119.6592,7.99,2.93
2023-01-12 19:02:36.225009952,35.1368,-121.506,7.07,2.65
2023-01-12 20:00:38.399474439,36.541,-116.8051,3.34,2.42
